Euler_X,Euler_Y,Euler_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,time_seconds,Rcar_X,Rcar_Y,Rcar_Z,Acc_Global_X,Acc_Global_Y,Acc_Global_Z,Vel_X,Vel_Y,Vel_Z
-134.1593475341797,7.43214750289917,18.69752311706543,-0.9017302989959716,-7.255899906158447,-7.009998798370361,3.8992555141448975,0.4381571412086487,-6.704488754272461,0.08333333333333333,-6.552550999999994,-2.9389649999993708,13.797485999999935,0.3809007438717257,0.15620961389217008,19.930859514552953,0.03521893572388699,0.010827134837321832,1.6768822586550878
-134.1410369873047,7.396542549133301,18.726703643798828,-0.8516649007797241,-7.258885860443115,-6.97248649597168,3.389019250869751,-0.5569943189620972,-6.087337970733643,0.09166666666666666,-6.629333999999972,-3.049804999999651,14.26940999999988,0.410686956134693,0.19374404942107126,19.900893143921568,0.03851721780724707,0.012285275101127004,1.842847894732065
-134.12440490722656,7.372024059295654,18.754602432250977,-0.8464788198471069,-7.2514424324035645,-6.992099285125732,3.2012417316436768,-1.303290843963623,-5.091227054595947,0.1,-6.6135249999999814,-3.0546879999992598,14.549926999999798,0.4195174384480449,0.17354792542673989,19.908677259541793,0.04197640278467515,0.013815658329659553,2.008721104746496
-134.10916137695312,7.353316783905029,18.77814102172852,-0.8458829522132874,-7.172490119934082,-7.055436134338379,3.11118221282959,-1.4887635707855225,-4.163120269775391,0.10833333333333334,-6.618286000000012,-3.0800789999993867,14.81262199999992,0.4485488825877333,0.07470858838263451,19.89625470934955,0.04559334578899089,0.014850060470531947,2.17457498795021
-134.1048126220703,7.340022087097168,18.79535675048828,-0.7987308502197266,-7.1171040534973145,-7.078062534332275,1.8922516107559204,-1.3316198587417605,-3.2371139526367188,0.11666666666666667,-6.519286999999963,-3.0976569999993444,15.011841000000004,0.5055767775534465,0.035572121200387566,19.866502228186043,0.049568869372912466,0.015309563427127871,2.340253141856608
-134.10694885253906,7.329156875610352,18.80411529541016,-0.804576575756073,-7.108902931213379,-7.083884716033936,1.2519214153289795,-0.8818597793579102,-2.264183282852173,0.125,-6.404723999999987,-2.9829110000000583,15.148803999999927,0.5011231514616836,0.02408397556477395,19.865523982912023,0.053763452410475504,0.01555813049698271,2.5058032510695165
-134.11968994140625,7.32267427444458,18.80916786193848,-0.8655850291252136,-7.071092128753662,-7.001068592071533,0.0281628519296646,-0.8658379316329956,-1.6423076391220093,0.13333333333333333,-6.2154540000000225,-2.880859999999302,15.204955999999811,0.4211362405525123,0.034241551136387646,19.789279260043145,0.05760619987720132,0.015801153524904216,2.671031597915163
-134.1432342529297,7.321875095367432,18.81512451171875,-0.9104451537132264,-7.196072578430176,-6.956537246704102,-1.2729250192642212,-1.4827055931091309,-1.1646535396575928,0.14166666666666666,-6.024108999999953,-2.7412109999995664,15.196899999999914,0.3462693087174392,0.13881400321617543,19.85323700980354,0.060803722999159454,0.016522218334706563,2.836208749039524
-134.17039489746094,7.327514171600342,18.826875686645508,-0.9008364081382751,-7.160891056060791,-6.908224582672119,-1.8034470081329343,-2.448106288909912,-1.1502585411071775,0.15,-5.800841999999989,-2.715331999999762,15.1546629999998,0.34428236785556604,0.15394216320142765,19.793546729354595,0.06368102165154697,0.017742035694779907,3.001403681286016
-134.20030212402344,7.340136528015137,18.84469413757324,-0.914877951145172,-7.151662826538086,-6.888263702392578,-2.216924905776977,-3.617486000061035,-0.9948441982269288,0.15833333333333333,-5.543091000000004,-2.6728519999996934,15.099120999999968,0.32642940553819155,0.1617827546933756,19.77487480438973,0.06647565404068763,0.019057556186008254,3.166272104343284
-134.2265167236328,7.363626956939697,18.869308471679688,-0.9430775046348572,-7.322007656097412,-6.87845516204834,-1.88960063457489,-5.044121742248535,-0.6832982301712036,0.16666666666666666,-5.29553199999998,-2.5297860000000583,15.028442999999925,0.275564902864345,0.2823541076712145,19.89259276447271,0.06898396365903153,0.020908126445860712,3.331553219213544
-134.24124145507812,7.397241592407227,18.899810791015625,-0.9498274326324464,-7.21586275100708,-6.875695705413818,-0.5922779440879822,-6.456478118896484,-0.2438731342554092,0.175,-5.027222000000052,-2.3955079999996087,14.9257819999998,0.2876864178403809,0.21324499355675622,19.8158883625749,0.07133084416196789,0.022973122700977257,3.497005223909576
-134.2519073486328,7.438591003417969,18.929759979248047,-1.09978187084198,-7.271254062652588,-6.833861351013184,-0.1109608635306358,-6.992199420928955,0.4103528559207916,0.18333333333333332,-4.793151999999964,-2.3413089999994554,14.804565999999795,0.1321737966162426,0.2346020028080095,19.845427681953208,0.07308026172220382,0.024839151852497115,3.662260707428443
-134.25241088867188,7.482158184051514,18.96083068847656,-1.0795094966888428,-7.101928234100342,-6.86055326461792,1.0992989540100098,-7.337429046630859,0.561733067035675,0.19166666666666665,-4.528564999999958,-2.358886999999413,14.735961999999972,0.19020585730133524,0.10959410799883049,19.74084726273407,0.07442351028019373,0.02627330231419228,3.827203519697973
-134.25714111328125,7.52674388885498,18.98777198791504,-1.1066086292266846,-7.010411739349365,-6.843071937561035,0.6432758569717407,-7.008092403411865,0.9386080503463744,0.2,-4.278442000000041,-2.4291999999995824,14.652466000000004,0.1788690745609629,0.052360741802124286,19.667147313650403,0.07596132249628663,0.026948114188362928,3.9914034970995753
-134.26881408691406,7.570539951324463,19.010467529296875,-1.1771565675735474,-7.142430305480957,-6.817518711090088,-0.1138552650809288,-6.643641471862793,1.276908040046692,0.20833333333333334,-4.071716000000038,-2.3769539999993867,14.62536699999987,0.09277866326687552,0.14171074341397707,19.752327685916477,0.0770931880705693,0.02775674537676335,4.15565130959777
-134.27743530273438,7.613049507141113,19.02635955810547,-1.2369376420974731,-7.108804702758789,-6.831316947937012,0.3473674654960632,-5.894911766052246,1.676771879196167,0.21666666666666667,-3.8691410000000133,-2.359375,14.614623999999822,0.05227440163507156,0.09407218209171253,19.745815421346393,0.07769757584099407,0.028739174233037054,4.320226905878032
-134.2899932861328,7.65090799331665,19.033910751342773,-1.2346817255020142,-7.056117534637451,-6.8518781661987305,0.0165083743631839,-4.8570733070373535,2.022538423538208,0.225,-3.603821000000039,-2.3681649999998626,14.552734999999984,0.07373394455111111,0.04928443334661028,19.72229551518659,0.07822261061676983,0.029336493464030066,4.484677368113586
